"species";"guild";"status";"n";"trait";"mean.value";"sd.value"
"Planchonella_costata";"plants";"Native";1;"FRUIT_DIAMETER_mm";18,3;NA
"Planchonella_costata";"plants";"Native";1;"FRUIT_LENGTH_mm";37,5;NA
"Planchonella_costata";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";18;NA
"Podocarpus_cunninghamii";"plants";"Native";1;"FRUIT_DIAMETER_mm";7,5;NA
"Podocarpus_cunninghamii";"plants";"Native";1;"FRUIT_LENGTH_mm";7,5;NA
"Podocarpus_cunninghamii";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";20;NA
"Podocarpus_nivalis";"plants";"Native";2;"FRUIT_DIAMETER_mm";5,3;0,565685424949238
"Podocarpus_nivalis";"plants";"Native";2;"FRUIT_LENGTH_mm";6,95;0,212132034355964
"Podocarpus_nivalis";"plants";"Native";2;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;0
"Podocarpus_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";6,4;NA
"Podocarpus_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";7,225;NA
"Podocarpus_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";11,5;NA
"Podocarpus_totara";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Podocarpus_totara";"plants";"Native";1;"FRUIT_LENGTH_mm";6;NA
"Podocarpus_totara";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";30;NA
"Prumnopitys_ferruginea";"plants";"Native";1;"FRUIT_DIAMETER_mm";12;NA
"Prumnopitys_ferruginea";"plants";"Native";1;"FRUIT_LENGTH_mm";18;NA
"Prumnopitys_ferruginea";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";30;NA
"Prumnopitys_taxifolia";"plants";"Native";1;"FRUIT_DIAMETER_mm";10;NA
"Prumnopitys_taxifolia";"plants";"Native";1;"FRUIT_LENGTH_mm";10;NA
"Prumnopitys_taxifolia";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";25;NA
"Prunus_avium";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";12;NA
"Prunus_avium";"plants";"Exotic";1;"FRUIT_LENGTH_mm";12;NA
"Prunus_avium";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";15;NA
"Prunus_cerasifera";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";23;NA
"Prunus_cerasifera";"plants";"Exotic";1;"FRUIT_LENGTH_mm";23;NA
"Prunus_cerasifera";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;NA
"Prunus_domestica";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";45;NA
"Prunus_domestica";"plants";"Exotic";1;"FRUIT_LENGTH_mm";45;NA
"Prunus_domestica";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Prunus_laurocerasus";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";10;NA
"Prunus_laurocerasus";"plants";"Exotic";1;"FRUIT_LENGTH_mm";10;NA
"Prunus_laurocerasus";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Prunus_persica";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";6;NA
"Prunus_persica";"plants";"Exotic";1;"FRUIT_LENGTH_mm";7;NA
"Prunus_persica";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Prunus_sp";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";19,2;NA
"Prunus_sp";"plants";"Exotic";1;"FRUIT_LENGTH_mm";19,4;NA
"Prunus_sp";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";9;NA
"Pseudopanax_arboreus";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Pseudopanax_arboreus";"plants";"Native";1;"FRUIT_LENGTH_mm";7;NA
"Pseudopanax_arboreus";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;NA
"Pseudopanax_chathamicus";"plants";"Native";1;"FRUIT_DIAMETER_mm";5,5;NA
"Pseudopanax_chathamicus";"plants";"Native";1;"FRUIT_LENGTH_mm";5,5;NA
"Pseudopanax_chathamicus";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Pseudopanax_crassifolius";"plants";"Native";1;"FRUIT_DIAMETER_mm";4,5;NA
"Pseudopanax_crassifolius";"plants";"Native";1;"FRUIT_LENGTH_mm";5;NA
"Pseudopanax_crassifolius";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";15;NA
"Pseudopanax_lessonii";"plants";"Native";1;"FRUIT_DIAMETER_mm";5;NA
"Pseudopanax_lessonii";"plants";"Native";1;"FRUIT_LENGTH_mm";7;NA
"Pseudopanax_lessonii";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Pseudopanax_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";4,8333;NA
"Pseudopanax_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";5,75;NA
"Pseudopanax_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";9,5;NA
"Pseudowintera_axillaris";"plants";"Native";1;"FRUIT_DIAMETER_mm";5,5;NA
"Pseudowintera_axillaris";"plants";"Native";1;"FRUIT_LENGTH_mm";5,5;NA
"Pseudowintera_axillaris";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";7;NA
"Pseudowintera_colorata";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Pseudowintera_colorata";"plants";"Native";1;"FRUIT_LENGTH_mm";4;NA
"Pseudowintera_colorata";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;NA
"Psidium_cattleianum";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";2;NA
"Psidium_cattleianum";"plants";"Exotic";1;"FRUIT_LENGTH_mm";2;NA
"Psidium_cattleianum";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Psidium_guajava";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";35;NA
"Psidium_guajava";"plants";"Exotic";1;"FRUIT_LENGTH_mm";35;NA
"Psidium_guajava";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;NA
"Pyrus_communis";"plants";"Exotic";4;"FRUIT_DIAMETER_mm";82,825;4,03680979652662
"Pyrus_communis";"plants";"Exotic";4;"FRUIT_LENGTH_mm";102,525;14,6103559162671
"Pyrus_communis";"plants";"Exotic";4;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";15;0
"Raukaua_edgerleyi";"plants";"Native";1;"FRUIT_DIAMETER_mm";3,5;NA
"Raukaua_edgerleyi";"plants";"Native";1;"FRUIT_LENGTH_mm";3,5;NA
"Raukaua_edgerleyi";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Raukaua_simplex";"plants";"Native";1;"FRUIT_DIAMETER_mm";4;NA
"Raukaua_simplex";"plants";"Native";1;"FRUIT_LENGTH_mm";4;NA
"Raukaua_simplex";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;NA
"Rhamnus_alaternus";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";4;NA
"Rhamnus_alaternus";"plants";"Exotic";1;"FRUIT_LENGTH_mm";6;NA
"Rhamnus_alaternus";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5;NA
"Rhaphiolepis_loquata";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";35;NA
"Rhaphiolepis_loquata";"plants";"Exotic";1;"FRUIT_LENGTH_mm";50;NA
"Rhaphiolepis_loquata";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;NA
"Rhaphiolepis_sp";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";9;NA
"Rhaphiolepis_sp";"plants";"Exotic";1;"FRUIT_LENGTH_mm";9;NA
"Rhaphiolepis_sp";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;NA
"Rhopalostylis_sapida";"plants";"Native";1;"FRUIT_DIAMETER_mm";7;NA
"Rhopalostylis_sapida";"plants";"Native";1;"FRUIT_LENGTH_mm";10;NA
"Rhopalostylis_sapida";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";15;NA
"Ribes_sanguineum";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";6;NA
"Ribes_sanguineum";"plants";"Exotic";1;"FRUIT_LENGTH_mm";6;NA
"Ribes_sanguineum";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;NA
"Ripogonum_scandens";"plants";"Native";1;"FRUIT_DIAMETER_mm";10;NA
"Ripogonum_scandens";"plants";"Native";1;"FRUIT_LENGTH_mm";10;NA
"Ripogonum_scandens";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";NA;NA
"Rosa_rubiginosa";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";14;NA
"Rosa_rubiginosa";"plants";"Exotic";1;"FRUIT_LENGTH_mm";17;NA
"Rosa_rubiginosa";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";5;NA
"Rubus_australis";"plants";"Native";1;"FRUIT_DIAMETER_mm";9;NA
"Rubus_australis";"plants";"Native";1;"FRUIT_LENGTH_mm";9;NA
"Rubus_australis";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Rubus_cissoides";"plants";"Native";1;"FRUIT_DIAMETER_mm";6;NA
"Rubus_cissoides";"plants";"Native";1;"FRUIT_LENGTH_mm";7;NA
"Rubus_cissoides";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";15;NA
"Rubus_fruticosus";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";3,5;NA
"Rubus_fruticosus";"plants";"Exotic";1;"FRUIT_LENGTH_mm";4,3;NA
"Rubus_fruticosus";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2;NA
"Rubus_sp";"plants";"Native";1;"FRUIT_DIAMETER_mm";6,166667;NA
"Rubus_sp";"plants";"Native";1;"FRUIT_LENGTH_mm";6,766667;NA
"Rubus_sp";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";9;NA
"Rubus_squarrosus";"plants";"Native";4;"FRUIT_DIAMETER_mm";5,225;0,262995563967658
"Rubus_squarrosus";"plants";"Native";4;"FRUIT_LENGTH_mm";5,95;0,173205080756888
"Rubus_squarrosus";"plants";"Native";4;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;0
"Sambucus_nigra";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";7;NA
"Sambucus_nigra";"plants";"Exotic";1;"FRUIT_LENGTH_mm";7;NA
"Sambucus_nigra";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";6;NA
"Schefflera_digitata";"plants";"Native";1;"FRUIT_DIAMETER_mm";3,5;NA
"Schefflera_digitata";"plants";"Native";1;"FRUIT_LENGTH_mm";4;NA
"Schefflera_digitata";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;NA
"Solanum_americanum";"plants";"Native";1;"FRUIT_DIAMETER_mm";6,5;NA
"Solanum_americanum";"plants";"Native";1;"FRUIT_LENGTH_mm";6,5;NA
"Solanum_americanum";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";1;NA
"Solanum_aviculare";"plants";"Native";1;"FRUIT_DIAMETER_mm";15;NA
"Solanum_aviculare";"plants";"Native";1;"FRUIT_LENGTH_mm";20;NA
"Solanum_aviculare";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;NA
"Solanum_laciniatum";"plants";"Native";1;"FRUIT_DIAMETER_mm";22;NA
"Solanum_laciniatum";"plants";"Native";1;"FRUIT_LENGTH_mm";25;NA
"Solanum_laciniatum";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";3;NA
"Solanum_mauritianum";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";10;NA
"Solanum_mauritianum";"plants";"Exotic";1;"FRUIT_LENGTH_mm";10;NA
"Solanum_mauritianum";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Solanum_nigrum";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";8;NA
"Solanum_nigrum";"plants";"Exotic";1;"FRUIT_LENGTH_mm";8;NA
"Solanum_nigrum";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,75;NA
"Solanum_pseudocapsicum";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";18;NA
"Solanum_pseudocapsicum";"plants";"Exotic";1;"FRUIT_LENGTH_mm";18;NA
"Solanum_pseudocapsicum";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";2;NA
"Sorbus_aucuparia";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";8;NA
"Sorbus_aucuparia";"plants";"Exotic";1;"FRUIT_LENGTH_mm";8;NA
"Sorbus_aucuparia";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Styphelia_nesophila";"plants";"Native";1;"FRUIT_DIAMETER_mm";8;NA
"Styphelia_nesophila";"plants";"Native";1;"FRUIT_LENGTH_mm";8;NA
"Styphelia_nesophila";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";0,15;NA
"Syzygium_australe";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";10;NA
"Syzygium_australe";"plants";"Exotic";1;"FRUIT_LENGTH_mm";20;NA
"Syzygium_australe";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Syzygium_smithii";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";12;NA
"Syzygium_smithii";"plants";"Exotic";1;"FRUIT_LENGTH_mm";14;NA
"Syzygium_smithii";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";15;NA
"Taxus_baccata";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";9;NA
"Taxus_baccata";"plants";"Exotic";1;"FRUIT_LENGTH_mm";12;NA
"Taxus_baccata";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;NA
"Toronia_toru";"plants";"Native";3;"FRUIT_DIAMETER_mm";8,06666666666667;0,404145188432738
"Toronia_toru";"plants";"Native";3;"FRUIT_LENGTH_mm";11,7333333333333;0,493288286231625
"Toronia_toru";"plants";"Native";3;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";10;0
"Trachycarpus_fortunei";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";12;NA
"Trachycarpus_fortunei";"plants";"Exotic";1;"FRUIT_LENGTH_mm";9;NA
"Trachycarpus_fortunei";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Tropaeolum_speciosum";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";5;NA
"Tropaeolum_speciosum";"plants";"Exotic";1;"FRUIT_LENGTH_mm";6;NA
"Tropaeolum_speciosum";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";8;NA
"Tupeia_antarctica";"plants";"Native";1;"FRUIT_DIAMETER_mm";6;NA
"Tupeia_antarctica";"plants";"Native";1;"FRUIT_LENGTH_mm";6;NA
"Tupeia_antarctica";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";30;NA
"Vitex_lucens";"plants";"Native";1;"FRUIT_DIAMETER_mm";20;NA
"Vitex_lucens";"plants";"Native";1;"FRUIT_LENGTH_mm";20;NA
"Vitex_lucens";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";20;NA
"Vitis_vinifera";"plants";"Exotic";1;"FRUIT_DIAMETER_mm";11;NA
"Vitis_vinifera";"plants";"Exotic";1;"FRUIT_LENGTH_mm";11;NA
"Vitis_vinifera";"plants";"Exotic";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";12;NA
"Weinmannia_racemosa";"plants";"Native";1;"FRUIT_DIAMETER_mm";5;NA
"Weinmannia_racemosa";"plants";"Native";1;"FRUIT_LENGTH_mm";5;NA
"Weinmannia_racemosa";"plants";"Native";1;"PLANT_MAX_MEAN_VEGETATIVE_HEIGHT_m";25;NA
