"PLANTSPECIES";"BIRDSPECIES";"REFERENCE";"PLANTSTATUS";"BIRDSTATUS"
"Myoporum_laetum";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Myoporum_laetum";"Hemiphaga_novaeseelandiae";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Myoporum_laetum";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Myoporum_laetum";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Myoporum_laetum";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Myoporum_laetum";"Chroicocephalus_novaehollandiae";"Hemmings 1988, Notornis 35: 117-128.";"Native";"Native"
"Myoporum_laetum";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Myoporum_laetum";"Prosthemadera_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Myoporum_laetum";"Prosthemadera_novaeseelandiae";"Dilks 2004 Notornis 51, 217-226.";"Native";"Native"
"Myoporum_laetum";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Myoporum_laetum";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Myoporum_laetum";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Myoporum_laetum";"Sturnus_vulgaris";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Myoporum_laetum";"Sturnus_vulgaris";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Myoporum_laetum";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Myoporum_laetum";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Myoporum_laetum";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Myoporum_laetum";"Turdus_philomelos";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Myoporum_laetum";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Myoporum_laetum";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Myoporum_laetum";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Myoporum_laetum";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Myrsine_australis";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Myrsine_australis";"Anthornis_melanura";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Myrsine_australis";"Cyanoramphus_auriceps";"Greene 1990. NZ J Ecol, 22, 161-171.";"Native";"Native"
"Myrsine_australis";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Myrsine_australis";"Hemiphaga_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Myrsine_australis";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Myrsine_australis";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Myrsine_australis";"Mohoua_albicilla";"Higgins, HANZAAB";"Native";"Native"
"Myrsine_australis";"Notiomystis_cincta";"CSN, Notornis 37.";"Native";"Native"
"Myrsine_australis";"Notiomystis_cincta";"Perrott & Armstrong 2000, NZJE 24: 19-30.";"Native";"Native"
"Myrsine_australis";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Myrsine_australis";"Philesturnus_carunculatus";"CSN, Notornis 39.";"Native";"Native"
"Myrsine_australis";"Prosthemadera_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Myrsine_australis";"Prosthemadera_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Myrsine_australis";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Myrsine_australis";"Strigops_habroptila";"Atkinson & Merton, 2006, Notornis 53, 37-54.";"Native";"Native"
"Myrsine_australis";"Strigops_habroptila";"Butler, 2006, Notornis 53, 55-79.";"Native";"Native"
"Myrsine_australis";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Myrsine_australis";"Sturnus_vulgaris";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Myrsine_australis";"Turdus_merula";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Myrsine_australis";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Myrsine_australis";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Myrsine_australis";"Zosterops_lateralis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Myrsine_australis";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Myrsine_australis";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Myrsine_australis";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Myrsine_chathamica";"Hemiphaga_novaeseelandiae";"Pearson & Climo 1993, Notornis 40: 45-54.";"Native";"Native"
"Myrsine_chathamica";"Hemiphaga_novaeseelandiae";"Powlesland et al. 1997, Ibis 139: 353-365.";"Native";"Native"
"Myrsine_chathamica";"Prosthemadera_novaeseelandiae";"Dilks 2004 Notornis 51, 217-226.";"Native";"Native"
"Myrsine_divaricata";"Anthornis_melanura";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Myrsine_divaricata";"Anthornis_melanura";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Myrsine_divaricata";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Myrsine_divaricata";"Zosterops_lateralis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Myrsine_salicina";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Myrsine_salicina";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Myrsine_salicina";"Prosthemadera_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Myrsine_sp";"Prosthemadera_novaeseelandiae";"CSN, Notornis 48";"Native";"Native"
"Neomyrtus_pedunculata";"Anthornis_melanura";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Neomyrtus_pedunculata";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Neomyrtus_pedunculata";"Zosterops_lateralis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Nertera_sp";"Hemiphaga_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Nertera_sp";"Nestor_notabilis";"Greer et al. 2015 NZ J Ecol 39, 254-61.";"Native";"Native"
"Nestegis_cunninghamii";"Callaeas_cinereus";"Leathwick et al. 1983, NZJE 6: 55-70.";"Native";"Native"
"Nestegis_cunninghamii";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Nestegis_cunninghamii";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Nestegis_lanceolata";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Nestegis_lanceolata";"Hemiphaga_novaeseelandiae";"Emeny et al. 2009 NZ J Ecol 33, 114-24.";"Native";"Native"
"Nestegis_lanceolata";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Native";"Native"
"Nestegis_sp";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Olea_europaea_subsp_cuspidata";"Hemiphaga_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Olea_europaea_subsp_cuspidata";"Prosthemadera_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Parsonsia_heterophylla";"Callaeas_cinereus";"Buller 1888, Birds of New Zealand";"Native";"Native"
"Passiflora_edulis_f_edulis";"Prosthemadera_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Passiflora_tarminiana";"Turdus_merula";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Passiflora_tetrandra";"Callaeas_cinereus";"Leathwick et al. 1983, NZJE 6: 55-70.";"Native";"Native"
"Passiflora_tetrandra";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Passiflora_tetrandra";"Turdus_merula";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Passiflora_tetrandra";"Zosterops_lateralis";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Passiflora_tripartita_var_mollissima";"Porphyrio_melanotus";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Passiflora_tripartita_var_mollissima";"Turdus_merula";"Williams & Karl 1996, NZJE 20: 127-145.";"Exotic";"Exotic"
"Passiflora_tripartita_var_mollissima";"Turdus_merula";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Exotic";"Exotic"
"Passiflora_tripartita_var_mollissima";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Exotic";"Native"
"Passiflora_tripartita_var_mollissima";"Zosterops_lateralis";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Pennantia_corymbosa";"Anthornis_melanura";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Pennantia_corymbosa";"Anthornis_melanura";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Pennantia_corymbosa";"Anthornis_melanura";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Pennantia_corymbosa";"Callaeas_cinereus";"Leathwick et al. 1983, NZJE 6: 55-70.";"Native";"Native"
"Pennantia_corymbosa";"Hemiphaga_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Pennantia_corymbosa";"Hemiphaga_novaeseelandiae";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Pennantia_corymbosa";"Hemiphaga_novaeseelandiae";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Pennantia_corymbosa";"Hemiphaga_novaeseelandiae";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Pennantia_corymbosa";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Pennantia_corymbosa";"Mohoua_albicilla";"Higgins, HANZAAB";"Native";"Native"
"Pennantia_corymbosa";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Pennantia_corymbosa";"Prosthemadera_novaeseelandiae";"Baker 1999, Notornis 46: 270-272.";"Native";"Native"
"Pennantia_corymbosa";"Turdus_merula";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Pennantia_corymbosa";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Pennantia_corymbosa";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Pentachondra_pumila";"Anthus_novaeseelandiae";"Young et al. 2012. Biol. Cons. 147, 133-142.";"Native";"Native"
"Pentachondra_pumila";"Nestor_notabilis";"Clarke 1970, Notornis 17: 105-114.";"Native";"Native"
"Pentachondra_pumila";"Nestor_notabilis";"Greer et al. 2015 NZ J Ecol 39, 254-61.";"Native";"Native"
"Pentachondra_pumila";"Nestor_notabilis";"Jackson 1960, Notornis 9, 39-58.";"Native";"Native"
"Pentachondra_pumila";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Peraxilla_colensoi";"Anthornis_melanura";"Ladley & Kelly 1996, NZJE 20: 69-79.";"Native";"Native"
"Peraxilla_colensoi";"Anthornis_melanura";"Tisch 1994. Unpubl. MSc Thesis UC.";"Native";"Native"
"Peraxilla_colensoi";"Hemiphaga_novaeseelandiae";"Ladley & Kelly 1996, NZJE 20: 69-79.";"Native";"Native"
"Peraxilla_colensoi";"Prosthemadera_novaeseelandiae";"Ladley & Kelly 1996, NZJE 20: 69-79.";"Native";"Native"
"Peraxilla_colensoi";"Prosthemadera_novaeseelandiae";"Tisch 1994. Unpubl. MSc Thesis UC.";"Native";"Native"
"Peraxilla_colensoi";"Turdus_merula";"Ladley & Kelly 1996, NZJE 20: 69-79.";"Native";"Exotic"
"Peraxilla_colensoi";"Zosterops_lateralis";"Ladley & Kelly 1996, NZJE 20: 69-79.";"Native";"Native"
"Peraxilla_sp";"Anthornis_melanura";"Murphy & Kelly 2001, NZJE 25: 69-81.";"Native";"Native"
"Peraxilla_sp";"Anthornis_melanura";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Peraxilla_sp";"Nestor_meridionalis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Peraxilla_sp";"Turdus_merula";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Exotic"
"Peraxilla_sp";"Zosterops_lateralis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Peraxilla_tetrapetala";"Anthornis_melanura";"Ladley & Kelly 1996, NZJE 20: 69-79.";"Native";"Native"
"Peraxilla_tetrapetala";"Anthornis_melanura";"Kelly et al. 2006 in Allen & Lee.";"Native";"Native"
"Peraxilla_tetrapetala";"Mohoua_ochrocephala";"Ladley & Kelly 1996, NZJE 20: 69-79.";"Native";"Native"
"Peraxilla_tetrapetala";"Prosthemadera_novaeseelandiae";"Ladley & Kelly 1996, NZJE 20: 69-79.";"Native";"Native"
"Peraxilla_tetrapetala";"Turdus_merula";"Ladley & Kelly 1996, NZJE 20: 69-79.";"Native";"Exotic"
"Peraxilla_tetrapetala";"Turdus_merula";"Kelly et al. 2006 in Allen & Lee.";"Native";"Exotic"
"Peraxilla_tetrapetala";"Zosterops_lateralis";"Ladley & Kelly 1996, NZJE 20: 69-79.";"Native";"Native"
"Phoenix_canariensis";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Exotic";"Native"
"Phoenix_canariensis";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Exotic";"Native"
"Phoenix_canariensis";"Turdus_merula";"Williams 2006, NZJE 30: 285-291.";"Exotic";"Exotic"
"Phoenix_canariensis";"Turdus_merula";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Phormium_colensoi";"Strigops_habroptila";"Best 1984, NZJE 7: 71-83.";"Native";"Native"
"Phormium_colensoi";"Strigops_habroptila";"Wilson et al. 2006, Notornis 53, 80-89.";"Native";"Native"
"Phormium_tenax";"Cyanoramphus_forbesi";"Nixon 1994. Notornis Suppl 41, 5-18.";"Native";"Native"
"Phormium_tenax";"Cyanoramphus_novaezelandiae";"Nixon 1994. Notornis Suppl 41, 5-18.";"Native";"Native"
"Phyllocladus_trichomanoides";"Nestor_notabilis";"Greer et al. 2015 NZ J Ecol 39, 254-61.";"Native";"Native"
"Phytolacca_icosandra";"Cyanoramphus_novaezelandiae";"Greene 1990. NZ J Ecol, 22, 161-171.";"Exotic";"Native"
"Phytolacca_icosandra";"Cyanoramphus_novaezelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Phytolacca_icosandra";"Meleagris_gallopavo";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Phytolacca_icosandra";"Phasianus_colchicus";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Exotic"
"Phytolacca_icosandra";"Philesturnus_carunculatus";"HANZAAB";"Exotic";"Native"
"Phytolacca_icosandra";"Philesturnus_rufusater";"Atkinson 1966, Notornis 13, 7-11";"Exotic";"Native"
"Phytolacca_icosandra";"Prosthemadera_novaeseelandiae";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Phytolacca_icosandra";"Zosterops_lateralis";"Merton 1966, Notornis 13, 179-184.";"Exotic";"Native"
"Phytolacca_icosandra";"Zosterops_lateralis";"Wotton & McAlpine. 2015. NZ J Ecol 39, 155-169.";"Exotic";"Native"
"Macropiper_excelsum";"Anthornis_melanura";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Macropiper_excelsum";"Callaeas_cinereus";"Leathwick et al. 1983, NZJE 6: 55-70.";"Native";"Native"
"Macropiper_excelsum";"Hemiphaga_novaeseelandiae";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Macropiper_excelsum";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Macropiper_excelsum";"Hemiphaga_novaeseelandiae";"Campbell et al. Notornis 55, 173-183.";"Native";"Native"
"Macropiper_excelsum";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Macropiper_excelsum";"Hemiphaga_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Macropiper_excelsum";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Native";"Native"
"Macropiper_excelsum";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Native";"Native"
"Macropiper_excelsum";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Macropiper_excelsum";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Macropiper_excelsum";"Hemiphaga_novaeseelandiae";"Morris 1979, Notornis 26: 390-392.";"Native";"Native"
"Macropiper_excelsum";"Nestor_meridionalis";"Moorhouse 1997, NZJE 21: 141-152.";"Native";"Native"
"Macropiper_excelsum";"Notiomystis_cincta";"Perrott & Armstrong 2000, NZJE 24: 19-30.";"Native";"Native"
"Macropiper_excelsum";"Notiomystis_cincta";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Macropiper_excelsum";"Prosthemadera_novaeseelandiae";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Macropiper_excelsum";"Prosthemadera_novaeseelandiae";"Dilks 2004 Notornis 51, 217-226.";"Native";"Native"
"Macropiper_excelsum";"Prosthemadera_novaeseelandiae";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Macropiper_excelsum";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Macropiper_excelsum";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Macropiper_excelsum";"Prosthemadera_novaeseelandiae";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Macropiper_excelsum";"Turdus_merula";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Exotic"
"Macropiper_excelsum";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Macropiper_excelsum";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Macropiper_excelsum";"Turdus_merula";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Macropiper_excelsum";"Turdus_philomelos";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Exotic"
"Macropiper_excelsum";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Macropiper_excelsum";"Zosterops_lateralis";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Macropiper_excelsum";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Macropiper_excelsum";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Macropiper_excelsum";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Pisonia_brunoniana";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Pittosporum_crassifolium";"Anthornis_melanura";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Pittosporum_crassifolium";"Cyanoramphus_auriceps";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Pittosporum_crassifolium";"Fringilla_coelebs";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Exotic"
"Pittosporum_crassifolium";"Fringilla_coelebs";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Exotic"
"Pittosporum_crassifolium";"Mohoua_albicilla";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Pittosporum_crassifolium";"Nestor_meridionalis";"Moorhouse 1997, NZJE 21: 141-152.";"Native";"Native"
"Pittosporum_crassifolium";"Nestor_meridionalis";"Moorhouse 1997, NZJE 21: 141-152.";"Native";"Native"
"Pittosporum_crassifolium";"Notiomystis_cincta";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Pittosporum_crassifolium";"Passer_domesticus";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Exotic"
"Pittosporum_crassifolium";"Philesturnus_rufusater";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Pittosporum_crassifolium";"Sturnus_vulgaris";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Exotic"
"Pittosporum_crassifolium";"Turdus_merula";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Exotic"
"Pittosporum_crassifolium";"Zosterops_lateralis";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Pittosporum_crassifolium";"Zosterops_lateralis";"Anderson 1997. Unpubl. MSc Thesis, UoA.";"Native";"Native"
"Pittosporum_eugenioides";"Hemiphaga_novaeseelandiae";"CSN, Notornis 48";"Native";"Native"
"Pittosporum_eugenioides";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Pittosporum_eugenioides";"Petroica_australis";"Powlesland 1981, Notornis 28: 89-102.";"Native";"Native"
"Pittosporum_eugenioides";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Pittosporum_eugenioides";"Zosterops_lateralis";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Pittosporum_eugenioides";"Zosterops_lateralis";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Pittosporum_eugenioides";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Pittosporum_eugenioides";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Pittosporum_sp";"Cyanoramphus_malherbi";"Ortiz-Catedral & Bruton 2010, NZ J Zool 36, 385-388.";"Native";"Native"
"Pittosporum_tenuifolium";"Finschia_novaeseelandiae";"Gill et al. 1980, Notornis 27:129-132.";"Native";"Native"
"Pittosporum_tenuifolium";"Nestor_meridionalis";"Moorhouse 1997, NZJE 21: 141-152.";"Native";"Native"
"Pittosporum_tenuifolium";"Zosterops_lateralis";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Pittosporum_tenuifolium";"Zosterops_lateralis";"MacFarlane et al. 2016. NZ J Ecol 40, In press.";"Native";"Native"
"Pittosporum_tenuifolium";"Zosterops_lateralis";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Pittosporum_tenuifolium";"Zosterops_lateralis";"Garcia et al. 2014. J Ecol. 83, 1441-1450.";"Native";"Native"
"Plagianthus_regius";"Prosthemadera_novaeseelandiae";"Dilks 2004 Notornis 51, 217-226.";"Native";"Native"
"Planchonella_costata";"Hemiphaga_novaeseelandiae";"McEwen 1978 NZ J Ecol 1, 99-108.";"Native";"Native"
"Planchonella_costata";"Hemiphaga_novaeseelandiae";"Merton 1966, Notornis 13, 179-184.";"Native";"Native"
"Planchonella_costata";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Native";"Native"
"Planchonella_costata";"Hemiphaga_novaeseelandiae";"Pierce & Graham 1993 Report";"Native";"Native"
"Planchonella_costata";"Hemiphaga_novaeseelandiae";"Baranyovits 2017. Unpublished PhD Thesis, UoA";"Native";"Native"
"Planchonella_costata";"Philesturnus_carunculatus";"HANZAAB";"Native";"Native"
"Podocarpus_cunninghamii";"Anthornis_melanura";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Podocarpus_cunninghamii";"Anthornis_melanura";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Podocarpus_cunninghamii";"Anthornis_melanura";"Burrows 1994, NZ J Bot 32, 169-181.";"Native";"Native"
"Podocarpus_cunninghamii";"Anthornis_melanura";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Podocarpus_cunninghamii";"Anthornis_melanura";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Podocarpus_cunninghamii";"Anthornis_melanura";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Podocarpus_cunninghamii";"Anthornis_melanura";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Podocarpus_cunninghamii";"Carduelis_carduelis";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Exotic"
"Podocarpus_cunninghamii";"Cyanoramphus_auriceps";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Podocarpus_cunninghamii";"Hemiphaga_novaeseelandiae";"Burrows 1994 NZ Nat Sci 21, 87-108.";"Native";"Native"
"Podocarpus_cunninghamii";"Nestor_meridionalis";"O'Donnell & Dilks 1994, NZJE 18: 87-107.";"Native";"Native"
"Podocarpus_cunninghamii";"Prosthemadera_novaeseelandiae";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Native"
"Podocarpus_cunninghamii";"Prosthemadera_novaeseelandiae";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Native"
"Podocarpus_cunninghamii";"Turdus_merula";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Exotic"
"Podocarpus_cunninghamii";"Turdus_merula";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Exotic"
"Podocarpus_cunninghamii";"Turdus_merula";"Williams & Karl 1996, NZ J Ecol 20 127-145.";"Native";"Exotic"
"Podocarpus_cunninghamii";"Turdus_philomelos";"Williams & Karl 1996, NZJE 20: 127-145.";"Native";"Exotic"
