"landscape.category";"network.category";"dispersal.category";"replicate";"raw.communicability";"max.communicability"
"sa03";"dd02";"dk03";9;0,00371887201353463;9,1214597264804e+90
"sa03";"dd02";"dk04";1;0,00390988118744542;3,00511691057904e+113
"sa03";"dd02";"dk04";10;0,00565260300964969;6,52223964271209e+80
"sa03";"dd02";"dk04";2;0,00520675583135536;6,20959441721595e+86
"sa03";"dd02";"dk04";3;0,00646102124163777;2,48297914566448e+101
"sa03";"dd02";"dk04";4;0,00457533957764341;9,15832517934817e+81
"sa03";"dd02";"dk04";5;0,00582900900031627;7,76358508470883e+106
"sa03";"dd02";"dk04";6;0,00759384018250577;9,91746282869732e+109
"sa03";"dd02";"dk04";7;0,00411304203013243;3,70750794944826e+97
"sa03";"dd02";"dk04";8;0,0112990034045383;1,85440502313665e+98
"sa03";"dd02";"dk04";9;0,00447234485933124;1,35784586884368e+115
"sa03";"dd02";"dk05";1;0,00496308510985671;7,6049440997725e+109
"sa03";"dd02";"dk05";10;0,00676940589714189;1,41620965902525e+67
"sa03";"dd02";"dk05";2;0,00618061511201545;1,55630942370271e+72
"sa03";"dd02";"dk05";3;0,00801228166311285;7,94453554197514e+114
"sa03";"dd02";"dk05";4;0,00561797475922019;1,01761207137927e+95
"sa03";"dd02";"dk05";5;0,00677950106831065;2,83607010826287e+86
"sa03";"dd02";"dk05";6;0,0096181267319445;9,22515933520942e+112
"sa03";"dd02";"dk05";7;0,00473546923287588;3,44078665506763e+84
"sa03";"dd02";"dk05";8;0,0136259924478537;8,82124605130336e+106
"sa03";"dd02";"dk05";9;0,00551414247955248;2,54262764085376e+98
"sa04";"dd02";"dk01";1;0,00301388576799947;9,85540904237053e+92
"sa04";"dd02";"dk01";10;0,0033893890359867;1,18456287578878e+89
"sa04";"dd02";"dk01";2;0,00288983192534561;1,30903628510945e+83
"sa04";"dd02";"dk01";3;0,00543557175338912;1,96988773503399e+99
"sa04";"dd02";"dk01";4;0,00310354980044519;1,16585297384918e+83
"sa04";"dd02";"dk01";5;0,00338384200190656;2,43199269336478e+89
"sa04";"dd02";"dk01";6;0,00558344135303294;2,74744585959561e+98
"sa04";"dd02";"dk01";7;0,00276001269095825;1,38156457932696e+93
"sa04";"dd02";"dk01";8;0,00719121370001427;6,22203872200664e+109
"sa04";"dd02";"dk01";9;0,00359362249955655;4,83063201537932e+109
"sa04";"dd02";"dk02";1;0,00301222742306539;6,11575631218038e+98
"sa04";"dd02";"dk02";10;0,00457180503780242;1,95469669667172e+83
"sa04";"dd02";"dk02";2;0,00412705045024398;5,80158870342524e+64
"sa04";"dd02";"dk02";3;0,0054954980305866;1,00288090258246e+95
"sa04";"dd02";"dk02";4;0,00395247515204453;2,33489450121728e+94
"sa04";"dd02";"dk02";5;0,00424758331534453;6,01987445468987e+79
"sa04";"dd02";"dk02";6;0,00661380644754042;2,96768739056058e+89
"sa04";"dd02";"dk02";7;0,0032282854570524;3,44791465496189e+86
"sa04";"dd02";"dk02";8;0,00956557423882518;2,17806978655476e+106
"sa04";"dd02";"dk02";9;0,00382501883354193;8,84708820189842e+94
"sa04";"dd02";"dk03";1;0,00369144495334631;8,64377108369185e+97
"sa04";"dd02";"dk03";10;0,00418743662879002;1,10023189476226e+84
"sa04";"dd02";"dk03";2;0,00367015077508801;7,53033358787645e+81
"sa04";"dd02";"dk03";3;0,00551795565029199;8,2421971705611e+95
"sa04";"dd02";"dk03";4;0,00420050759575878;6,77582567983583e+93
"sa04";"dd02";"dk03";5;0,00465760947688982;5,78964768501527e+84
"sa04";"dd02";"dk03";6;0,00724705100684799;1,05096414867745e+100
"sa04";"dd02";"dk03";7;0,00373464625715682;2,43642612880854e+92
"sa04";"dd02";"dk03";8;0,0109217146410324;3,8338542596784e+100
"sa04";"dd02";"dk03";9;0,00446537348445812;8,02948980221408e+74
"sa04";"dd02";"dk04";1;0,00446316038884531;9,56531354348428e+118
"sa04";"dd02";"dk04";10;0,00615608565159675;1,14075349576186e+97
"sa04";"dd02";"dk04";2;0,00499628039838481;1,18055315353028e+66
"sa04";"dd02";"dk04";3;0,00619052537322469;1,22077104009542e+107
"sa04";"dd02";"dk04";4;0,00484012397513158;3,49265756004922e+86
"sa04";"dd02";"dk04";5;0,00542132103828511;6,1522494650401e+81
"sa04";"dd02";"dk04";6;0,00798345554956742;2,64246970486911e+101
"sa04";"dd02";"dk04";7;0,00411427701160958;2,60968816632874e+82
"sa04";"dd02";"dk04";8;0,0137610155609595;1,09548729437023e+86
"sa04";"dd02";"dk04";9;0,00479512824118482;1,25795996183665e+95
"sa04";"dd02";"dk05";1;0,00469950806142794;9,02033989610818e+85
"sa04";"dd02";"dk05";10;0,00749867908110128;2,29307018846151e+113
"sa04";"dd02";"dk05";2;0,00588911859689418;6,60322569601572e+62
"sa04";"dd02";"dk05";3;0,00795782451697899;1,95356995900858e+131
"sa04";"dd02";"dk05";4;0,00571870096765546;1,09710415227756e+90
"sa04";"dd02";"dk05";5;0,00738622111160436;1,88743922298947e+89
"sa04";"dd02";"dk05";6;0,00935597887990528;8,66223378919501e+111
"sa04";"dd02";"dk05";7;0,0045591378035975;1,19218139867235e+83
"sa04";"dd02";"dk05";8;0,014690614118501;2,99927609546439e+89
"sa04";"dd02";"dk05";9;0,00580750843408402;1,57765577333568e+106
"sa05";"dd02";"dk01";1;0,0033492119471633;8,63271646343717e+110
"sa05";"dd02";"dk01";10;0,00348297437575595;6,67470675399976e+56
"sa05";"dd02";"dk01";2;0,00227506035816921;3959114528545072
"sa05";"dd02";"dk01";3;0,00584741298457469;2,88852355988323e+104
"sa05";"dd02";"dk01";4;0,00258358110278924;1,54848156421806e+97
"sa05";"dd02";"dk01";5;0,00405872345734992;5,57753586498497e+87
"sa05";"dd02";"dk01";6;0,00377132751971979;1,31959003077249e+78
"sa05";"dd02";"dk01";7;0,00278615230739817;7,14575905656717e+75
"sa05";"dd02";"dk01";8;0,00889113273921513;5,47931673133583e+88
"sa05";"dd02";"dk01";9;0,0025619824254608;1,27238361813226e+101
"sa05";"dd02";"dk02";1;0,0031178213881602;1,08192360295274e+112
"sa05";"dd02";"dk02";10;0,00369432780847529;1,97904529913066e+75
"sa05";"dd02";"dk02";2;0,00348177343023052;2,04842239753316e+66
"sa05";"dd02";"dk02";3;0,00612284166248755;3,71940885601373e+103
"sa05";"dd02";"dk02";4;0,00391495647267725;5,29301290481042e+66
"sa05";"dd02";"dk02";5;0,00395939375703925;1,08905685332546e+92
"sa05";"dd02";"dk02";6;0,00510323900909133;1,35916227116557e+107
"sa05";"dd02";"dk02";7;0,00340256053798018;6,08800758794423e+100
"sa05";"dd02";"dk02";8;0,00905675164189848;2,22834777838633e+100
"sa05";"dd02";"dk02";9;0,0038264715849898;1,87846978578768e+91
"sa05";"dd02";"dk03";1;0,00373470842727693;3,36334953691924e+107
"sa05";"dd02";"dk03";10;0,0054191441731083;1,67101390729824e+85
"sa05";"dd02";"dk03";2;0,00359376734029923;2,54676619771253e+57
"sa05";"dd02";"dk03";3;0,00710422145990623;2,3732242310167e+114
"sa05";"dd02";"dk03";4;0,00372967925792951;1,96190747637148e+87
"sa05";"dd02";"dk03";5;0,00444225614470273;1,73387042857766e+71
"sa05";"dd02";"dk03";6;0,00673753829368494;4,76905784983802e+103
"sa05";"dd02";"dk03";7;0,00342179833784579;1,70210006244086e+92
"sa05";"dd02";"dk03";8;0,0109932410549228;7,77573782165623e+90
"sa05";"dd02";"dk03";9;0,00401359640690199;1,86048053222002e+78
"sa05";"dd02";"dk04";1;0,00386378280947997;1,38044044270464e+99
"sa05";"dd02";"dk04";10;0,00578466959472638;8,28749343439213e+83
"sa05";"dd02";"dk04";2;0,004894233965849;2,95237973508596e+70
"sa05";"dd02";"dk04";3;0,0083153873135197;9,55664864699817e+104
"sa05";"dd02";"dk04";4;0,00496589136154764;6,89249501171587e+89
"sa05";"dd02";"dk04";5;0,00492062145685968;2,15253559254684e+87
"sa05";"dd02";"dk04";6;0,00780989230499924;5,95524591376543e+89
"sa05";"dd02";"dk04";7;0,00425547979999773;5,89274774801714e+92
"sa05";"dd02";"dk04";8;0,0110698015349543;1,24175456809892e+86
"sa05";"dd02";"dk04";9;0,0049857143449759;1,47543368101547e+87
"sa05";"dd02";"dk05";1;0,00508150708900414;5,53910175389757e+92
"sa05";"dd02";"dk05";10;0,00694494474533234;3,97744119823113e+85
"sa05";"dd02";"dk05";2;0,00609468207241579;5,21628189303265e+63
"sa05";"dd02";"dk05";3;0,00951444617266718;1,34299631014858e+89
"sa05";"dd02";"dk05";4;0,00590913093124378;1,23711824760995e+75
"sa05";"dd02";"dk05";5;0,0068666852700552;4,9700749145345e+109
"sa05";"dd02";"dk05";6;0,0101218349177639;1,63140631070816e+93
"sa05";"dd02";"dk05";7;0,00471401762266529;1,16504808515139e+86
"sa05";"dd02";"dk05";8;0,0146928027255891;1,55544185849395e+87
"sa05";"dd02";"dk05";9;0,00524489873333744;2,30767560103177e+95
"sa01";"dd03";"dk01";1;0,00509261664490138;1,9119996793666e+125
"sa01";"dd03";"dk01";10;0,00480471314244347;2,00662554805287e+122
"sa01";"dd03";"dk01";2;0,00330431884198045;1,57716894882277e+143
"sa01";"dd03";"dk01";3;0,00525333826437846;7,91777145652357e+98
"sa01";"dd03";"dk01";4;0,00584918821127747;3,4182615567156e+120
"sa01";"dd03";"dk01";5;0,00375665688832655;2,13863586203483e+125
"sa01";"dd03";"dk01";6;0,00540314264580559;6,52376120917971e+93
"sa01";"dd03";"dk01";7;0,00424206485741337;2,90292327092002e+92
"sa01";"dd03";"dk01";8;0,00293913533868423;1,2270157948056e+122
"sa01";"dd03";"dk01";9;0,00279509311764712;2,38112263045014e+94
"sa01";"dd03";"dk02";1;0,00576959656583201;6,20288417690967e+122
"sa01";"dd03";"dk02";10;0,00451179213213254;1,15044300226611e+116
"sa01";"dd03";"dk02";2;0,00353232456953078;1,96918865106051e+122
"sa01";"dd03";"dk02";3;0,00652313640961381;4,05312038264649e+98
"sa01";"dd03";"dk02";4;0,00604610855429506;2,48873060292307e+108
"sa01";"dd03";"dk02";5;0,00430773026437636;7,80066330888766e+123
"sa01";"dd03";"dk02";6;0,00728756381513579;1,26836102721881e+113
"sa01";"dd03";"dk02";7;0,00580385058546433;1,3364363137639e+136
"sa01";"dd03";"dk02";8;0,00441240019551238;4,07050561534776e+107
"sa01";"dd03";"dk02";9;0,00339738134758344;2,19519983478049e+106
"sa01";"dd03";"dk03";1;0,00672064586960898;1,49922300465083e+113
"sa01";"dd03";"dk03";10;0,00606899174913892;2,87964476335887e+117
"sa01";"dd03";"dk03";2;0,00393451690304579;8,43406229743093e+115
"sa01";"dd03";"dk03";3;0,00693040446858245;1,10258164466377e+91
"sa01";"dd03";"dk03";4;0,00655951272399845;3,42534483827687e+113
"sa01";"dd03";"dk03";5;0,0053048107074696;1,80121002505953e+135
"sa01";"dd03";"dk03";6;0,0072759991821084;4,90588850939393e+104
"sa01";"dd03";"dk03";7;0,00554438981542662;1,04380431878451e+115
"sa01";"dd03";"dk03";8;0,00432808050968219;1,34646937214732e+112
"sa01";"dd03";"dk03";9;0,00352296323232787;2,09123205809135e+115
"sa01";"dd03";"dk04";1;0,00642750728872379;1,02151808631433e+119
"sa01";"dd03";"dk04";10;0,00622318161941122;2,60199293889736e+94
"sa01";"dd03";"dk04";2;0,00397284768939242;4,87059018721895e+120
"sa01";"dd03";"dk04";3;0,00701300601869519;2,28689583760243e+93
"sa01";"dd03";"dk04";4;0,00803462439976879;3,04149128629996e+135
"sa01";"dd03";"dk04";5;0,00656325122401272;4,07322859756667e+111
"sa01";"dd03";"dk04";6;0,00718846711146456;1,68880206394649e+115
"sa01";"dd03";"dk04";7;0,0071802546536404;4,52659337811388e+107
"sa01";"dd03";"dk04";8;0,00630288009125609;1,33616495551569e+127
"sa01";"dd03";"dk04";9;0,00423802843763086;2,47132741310547e+131
"sa01";"dd03";"dk05";1;0,00929979928472649;3,41334729874644e+109
"sa01";"dd03";"dk05";10;0,00753617030631405;7,67373249950182e+114
"sa01";"dd03";"dk05";2;0,00528147877669402;4,85974518517417e+116
"sa01";"dd03";"dk05";3;0,00851981188509377;1,50936205632645e+109
"sa01";"dd03";"dk05";4;0,00836795007701041;2,96872196658803e+121
"sa01";"dd03";"dk05";5;0,00791139616873335;2,88253891231984e+105
"sa01";"dd03";"dk05";6;0,00934938189635893;7,12363487745759e+105
"sa01";"dd03";"dk05";7;0,00819189735422928;3,46841839196693e+131
"sa01";"dd03";"dk05";8;0,00748686585108221;3,40918190246049e+84
"sa01";"dd03";"dk05";9;0,00494988240808104;8,64017562833699e+108
"sa02";"dd03";"dk01";1;0,0045987826238643;4,2445793643451e+92
"sa02";"dd03";"dk01";10;0,00379173355037796;3,31961230842263e+97
"sa02";"dd03";"dk01";2;0,00552893429666605;2,88578347303483e+123
"sa02";"dd03";"dk01";3;0,00607415841393105;4,26180832510608e+122
"sa02";"dd03";"dk01";4;0,00507676807398283;1,69887688646616e+119
"sa02";"dd03";"dk01";5;0,00550597458646307;1,20028879897195e+129
"sa02";"dd03";"dk01";6;0,00642341633519356;1,24278655732816e+110
"sa02";"dd03";"dk01";7;0,00485229348357533;8,02842799653507e+108
"sa02";"dd03";"dk01";8;0,00357034888129302;5,0241492985654e+124
"sa02";"dd03";"dk01";9;0,00348180704488435;4,76423912037075e+119
"sa02";"dd03";"dk02";1;0,00602794443435495;2,25149970414091e+106
"sa02";"dd03";"dk02";10;0,00474086394413476;8,68898093831571e+91
"sa02";"dd03";"dk02";2;0,0053681937857668;3,38228735053592e+118
"sa02";"dd03";"dk02";3;0,0044786628422344;7,63791678591756e+93
"sa02";"dd03";"dk02";4;0,0058963244050954;2,53963210863206e+113
"sa02";"dd03";"dk02";5;0,00562984690134864;7,50577545627267e+123
"sa02";"dd03";"dk02";6;0,00747065583779969;4,53389182232195e+106
"sa02";"dd03";"dk02";7;0,0045664598168533;1,1043132865621e+81
"sa02";"dd03";"dk02";8;0,00417685464102153;3,77631837273563e+124
"sa02";"dd03";"dk02";9;0,00362412374631539;6,74975106651276e+128
"sa02";"dd03";"dk03";1;0,00500661790211347;9,64946344488077e+103
"sa02";"dd03";"dk03";10;0,00419545591864187;2,64728933414937e+101
"sa02";"dd03";"dk03";2;0,00709567217902319;1,60427746362866e+110
"sa02";"dd03";"dk03";3;0,00610519923061719;1,96140748144905e+103
"sa02";"dd03";"dk03";4;0,0067521816581906;1,57005127385207e+105
"sa02";"dd03";"dk03";5;0,0063823670381252;3,17004135748679e+119
"sa02";"dd03";"dk03";6;0,00793045870616903;1,21732593339577e+108
"sa02";"dd03";"dk03";7;0,00546532805211155;1,54109654207454e+106
"sa02";"dd03";"dk03";8;0,00516981306825915;1,21049310161143e+105
"sa02";"dd03";"dk03";9;0,00419646620522083;9,89569204223632e+114
"sa02";"dd03";"dk04";1;0,0071952705490832;7,42044099825882e+100
"sa02";"dd03";"dk04";10;0,00755846366138364;5,18115805719823e+132
"sa02";"dd03";"dk04";2;0,00666560742690926;2,77649507557461e+108
"sa02";"dd03";"dk04";3;0,00734348918048792;2,48775516770354e+121
"sa02";"dd03";"dk04";4;0,00704770101884161;1,02385020420145e+121
"sa02";"dd03";"dk04";5;0,00845501378727647;1,29022119365884e+124
"sa02";"dd03";"dk04";6;0,0081673169375291;4,5180669601486e+106
"sa02";"dd03";"dk04";7;0,0063273518995897;5,90959561753918e+103
"sa02";"dd03";"dk04";8;0,00506297369230273;2,52673215812289e+98
"sa02";"dd03";"dk04";9;0,00442989119784392;1,38785070567791e+105
"sa02";"dd03";"dk05";1;0,00815799109804256;2,11404508884147e+120
"sa02";"dd03";"dk05";10;0,00916365157405536;1,61444554476677e+99
"sa02";"dd03";"dk05";2;0,00987574279483996;3,83779643201067e+106
"sa02";"dd03";"dk05";3;0,00838470052700253;9,11650967288775e+97
"sa02";"dd03";"dk05";4;0,00907668823719864;6,36782373918732e+134
"sa02";"dd03";"dk05";5;0,0112407935877396;5,58102154760658e+108
"sa02";"dd03";"dk05";6;0,00981657831465838;4,16885446317436e+110
"sa02";"dd03";"dk05";7;0,00866424341672912;1,18831445839732e+130
"sa02";"dd03";"dk05";8;0,00746397727569967;7,40969469007326e+91
"sa02";"dd03";"dk05";9;0,00498335878978405;1,96482804633055e+111
"sa03";"dd03";"dk01";1;0,00407639985771545;1,3774399884904e+99
"sa03";"dd03";"dk01";10;0,00407066260990179;1,31741107522584e+120
"sa03";"dd03";"dk01";2;0,00385274404954664;4,16942104559096e+130
"sa03";"dd03";"dk01";3;0,00590322291844039;3,51440686831559e+115
"sa03";"dd03";"dk01";4;0,00536003719410454;1,97607516664491e+141
"sa03";"dd03";"dk01";5;0,00407823728439966;1,31182234466571e+106
"sa03";"dd03";"dk01";6;0,00580650726935577;2,46810266587982e+115
"sa03";"dd03";"dk01";7;0,00532998298589878;2,93768254117055e+114
"sa03";"dd03";"dk01";8;0,00363683635810002;1,55765127107304e+116
"sa03";"dd03";"dk01";9;0,00284480983204862;6,52889564181962e+120
"sa03";"dd03";"dk02";1;0,00583500803119977;4,68639687862336e+127
"sa03";"dd03";"dk02";10;0,00552044608766713;4,92002316354437e+117
"sa03";"dd03";"dk02";2;0,00417447846481579;3,06051605031761e+100
"sa03";"dd03";"dk02";3;0,00626318676173826;4,12808046606127e+107
"sa03";"dd03";"dk02";4;0,00493619735187244;9,94788326570736e+133
"sa03";"dd03";"dk02";5;0,00496599510783219;8,52819004630996e+119
"sa03";"dd03";"dk02";6;0,00674314362988997;2,82400358562485e+102
"sa03";"dd03";"dk02";7;0,00531490103928338;9,52500066766902e+133
"sa03";"dd03";"dk02";8;0,00443068654510112;4,79251251136914e+98
"sa03";"dd03";"dk02";9;0,00288179710577353;1,2050588609724e+114
"sa03";"dd03";"dk03";1;0,00613983642405057;5,25007204358621e+113
"sa03";"dd03";"dk03";10;0,00480540534323763;5,89854566725742e+106
"sa03";"dd03";"dk03";2;0,00418641432324525;1,75165948851906e+109
"sa03";"dd03";"dk03";3;0,00657067189026352;5,12719893676331e+104
"sa03";"dd03";"dk03";4;0,00634153492463271;3,66667027952916e+112
"sa03";"dd03";"dk03";5;0,00656887104789703;4,82393413364105e+119
"sa03";"dd03";"dk03";6;0,00751518715292177;8,70774796046018e+92
"sa03";"dd03";"dk03";7;0,00639565539348027;1,89583896873856e+128
"sa03";"dd03";"dk03";8;0,00485943927364448;4,79239379029112e+102
"sa03";"dd03";"dk03";9;0,00294447020767133;5,59395085175107e+120
"sa03";"dd03";"dk04";1;0,00816809454446113;6,54605134391923e+128
"sa03";"dd03";"dk04";10;0,00721873085901385;2,12843084287474e+124
"sa03";"dd03";"dk04";2;0,00488029156760775;2,29018938210008e+100
"sa03";"dd03";"dk04";3;0,008165491510113;1,18397871851729e+112
"sa03";"dd03";"dk04";4;0,00766137280722773;8,11370735411256e+119
"sa03";"dd03";"dk04";5;0,00918583925787337;4,18686149962655e+113
"sa03";"dd03";"dk04";6;0,00768558157902781;1,06437609465256e+112
"sa03";"dd03";"dk04";7;0,00654356956821744;7,05729532013308e+112
"sa03";"dd03";"dk04";8;0,00517221766746822;7,03123794865837e+110
"sa03";"dd03";"dk04";9;0,00440863976101117;5,95714123182123e+122
"sa03";"dd03";"dk05";1;0,00955261338893108;1,49023105705112e+120
"sa03";"dd03";"dk05";10;0,0086906604481046;1,19918225650725e+128
"sa03";"dd03";"dk05";2;0,00585091514228982;4,07073691856081e+104
"sa03";"dd03";"dk05";3;0,00951651411308032;5,90582563847236e+127
"sa03";"dd03";"dk05";4;0,00878304517436577;2,71146612702755e+107
"sa03";"dd03";"dk05";5;0,0103132650753332;4,08407100577392e+107
"sa03";"dd03";"dk05";6;0,00934179703858103;8,63278992984982e+99
"sa03";"dd03";"dk05";7;0,00771781383946101;6,85742132507082e+113
"sa03";"dd03";"dk05";8;0,00726752111474808;2,38052937124071e+106
"sa03";"dd03";"dk05";9;0,00512213493435433;4,51643548470644e+101
"sa04";"dd03";"dk01";1;0,00552516051751028;1,10133503938721e+111
"sa04";"dd03";"dk01";10;0,00433560417241301;3,23399253564612e+91
"sa04";"dd03";"dk01";2;0,00363561313317953;1,21916219528166e+136
"sa04";"dd03";"dk01";3;0,00574775139407891;1,63540457113072e+91
"sa04";"dd03";"dk01";4;0,0048491200763481;7,84533638021406e+121
"sa04";"dd03";"dk01";5;0,00470369122777677;7,63191966884428e+126
"sa04";"dd03";"dk01";6;0,00576137413587887;9,3483510428201e+96
"sa04";"dd03";"dk01";7;0,00390040013567966;2,78773409848358e+104
"sa04";"dd03";"dk01";8;0,0038563883426957;2,73719940593539e+99
"sa04";"dd03";"dk01";9;0,00294913374788573;4,06089097094764e+128
"sa04";"dd03";"dk02";1;0,00587319118383645;1,66379315886274e+111
"sa04";"dd03";"dk02";10;0,0044231649705782;2,01633128353585e+103
"sa04";"dd03";"dk02";2;0,00455742532200443;2,87217819866673e+106
"sa04";"dd03";"dk02";3;0,00612051775161334;9,15120773806865e+108
"sa04";"dd03";"dk02";4;0,00549979770163586;1,25538420109969e+137
"sa04";"dd03";"dk02";5;0,00528161023433534;5,87529353002326e+114
"sa04";"dd03";"dk02";6;0,00688058978943438;1,11482286895177e+90
"sa04";"dd03";"dk02";7;0,00535812037813033;8,08426596266025e+130
"sa04";"dd03";"dk02";8;0,00645900393606358;1,73442170327234e+120
"sa04";"dd03";"dk02";9;0,00311707667024438;3,75250176797482e+121
"sa04";"dd03";"dk03";1;0,00568465773042834;3,42982867287371e+83
"sa04";"dd03";"dk03";10;0,00567272568301302;1,25187089746208e+124
"sa04";"dd03";"dk03";2;0,00598709009694309;4,70659137214276e+125
"sa04";"dd03";"dk03";3;0,0075189944136537;1,02679268620158e+123
"sa04";"dd03";"dk03";4;0,00622290827165467;1,26966247393365e+108
"sa04";"dd03";"dk03";5;0,00634421455015233;2,44321189432011e+129
"sa04";"dd03";"dk03";6;0,00761165331812447;2,59228394548277e+106
"sa04";"dd03";"dk03";7;0,00545169199390407;2,81496150391998e+147
"sa04";"dd03";"dk03";8;0,00591897420405524;1,1113909535278e+116
"sa04";"dd03";"dk03";9;0,00382392893683393;1,73343199300611e+131
"sa04";"dd03";"dk04";1;0,00783189931485527;2,2371272079663e+124
"sa04";"dd03";"dk04";10;0,00687414356301577;6,92310067639542e+113
"sa04";"dd03";"dk04";2;0,00601694040988131;2,71186469655984e+106
"sa04";"dd03";"dk04";3;0,00752626488678735;3,44243127686827e+86
"sa04";"dd03";"dk04";4;0,00755177806825495;8,51449103432819e+117
"sa04";"dd03";"dk04";5;0,00800421227029196;2,69326574838746e+120
"sa04";"dd03";"dk04";6;0,00819703610635006;9,91868594006611e+84
"sa04";"dd03";"dk04";7;0,00715373946266792;9,98592850274695e+117
"sa04";"dd03";"dk04";8;0,00675870649667167;1,06014888238087e+120
"sa04";"dd03";"dk04";9;0,00503235742623415;2,22679193526403e+110
"sa04";"dd03";"dk05";1;0,00955319175561875;2,08871060074965e+106
"sa04";"dd03";"dk05";10;0,00782320091392582;7,98937241286069e+125
"sa04";"dd03";"dk05";2;0,00639638046852534;8,94403251497486e+111
"sa04";"dd03";"dk05";3;0,00901385729577209;5,49256551977284e+111
"sa04";"dd03";"dk05";4;0,00804244796887546;1,82720580605681e+104
"sa04";"dd03";"dk05";5;0,0105723072378454;1,06616071605203e+110
"sa04";"dd03";"dk05";6;0,0093460806928437;3,0604108849496e+95
"sa04";"dd03";"dk05";7;0,00905456501566386;5,80032286147472e+126
"sa04";"dd03";"dk05";8;0,00810708225123016;3,94833700620728e+113
"sa04";"dd03";"dk05";9;0,00590118706943474;6,35516606543786e+126
"sa05";"dd03";"dk01";1;0,00493762273770502;1,0789004397822e+123
"sa05";"dd03";"dk01";10;0,00471147994762308;2,04790057322908e+123
"sa05";"dd03";"dk01";2;0,00577853303919131;1,98700998446998e+108
"sa05";"dd03";"dk01";3;0,00364478076816991;5,1483548376174e+102
"sa05";"dd03";"dk01";4;0,00465714276111146;2,67310929832796e+120
"sa05";"dd03";"dk01";5;0,00331161892720919;2,6642257296809e+117
"sa05";"dd03";"dk01";6;0,00543437315989986;2,42572421713483e+101
"sa05";"dd03";"dk01";7;0,00447565406718793;1,10930101310537e+105
"sa05";"dd03";"dk01";8;0,00459189447376398;1,92819031294946e+115
"sa05";"dd03";"dk01";9;0,00300169546168953;1,7968192335053e+86
"sa05";"dd03";"dk02";1;0,00495391207368237;3,8716908154749e+116
"sa05";"dd03";"dk02";10;0,00530607725634286;8,20809670600332e+131
"sa05";"dd03";"dk02";2;0,00689664811767355;1,19737102996932e+131
"sa05";"dd03";"dk02";3;0,00555900866639732;5,7870220930197e+114
"sa05";"dd03";"dk02";4;0,00699288150649845;4,22381303388442e+114
"sa05";"dd03";"dk02";5;0,00429220691864323;1,25041348763796e+104
"sa05";"dd03";"dk02";6;0,00649429510614739;2,88005305458924e+98
"sa05";"dd03";"dk02";7;0,00445595285601846;1,17484295083168e+102
"sa05";"dd03";"dk02";8;0,00408716570059341;2,47134704036046e+113
"sa05";"dd03";"dk02";9;0,00402064309418494;9,74225538777512e+94
"sa05";"dd03";"dk03";1;0,00592792797928979;7,23139058267386e+116
"sa05";"dd03";"dk03";10;0,00552053871733578;2,98725266428847e+119
"sa05";"dd03";"dk03";2;0,00738112702580194;3,13519876685267e+121
"sa05";"dd03";"dk03";3;0,00587694675685418;1,03392685011534e+96
"sa05";"dd03";"dk03";4;0,00697364538147491;9,57350492989226e+114
"sa05";"dd03";"dk03";5;0,00584580223350401;2,0611110717555e+136
"sa05";"dd03";"dk03";6;0,00703239883073307;4,1023162630446e+82
"sa05";"dd03";"dk03";7;0,00572992652297927;7,0869469467404e+128
"sa05";"dd03";"dk03";8;0,00523081880490061;6,17129735922252e+101
"sa05";"dd03";"dk03";9;0,00392898449410726;2,38797258661468e+107
"sa05";"dd03";"dk04";1;0,00625876565283027;2,96885310428126e+113
"sa05";"dd03";"dk04";10;0,00698825404060905;4,79814032588928e+115
"sa05";"dd03";"dk04";2;0,00821164494808678;4,00844249461074e+119
"sa05";"dd03";"dk04";3;0,00669522321029934;7,3934475315148e+100
"sa05";"dd03";"dk04";4;0,00789748442628158;2,86515445273634e+110
"sa05";"dd03";"dk04";5;0,00582069923053586;5,46005051732242e+120
"sa05";"dd03";"dk04";6;0,00794484368063687;6,69305379512413e+84
"sa05";"dd03";"dk04";7;0,00668053216047104;2,62211783366377e+98
"sa05";"dd03";"dk04";8;0,00643043896413806;4,1232399818327e+106
"sa05";"dd03";"dk04";9;0,00533515099219874;6,68827614509563e+103
"sa05";"dd03";"dk05";1;0,00887261802996018;8,2468851452939e+94
"sa05";"dd03";"dk05";10;0,00887484236254984;1,53236413436535e+93
"sa05";"dd03";"dk05";2;0,0101161680327965;3,67672452115642e+102
"sa05";"dd03";"dk05";3;0,00807408485273544;6,8015456445345e+102
"sa05";"dd03";"dk05";4;0,00822450685931164;4,71401576479405e+99
"sa05";"dd03";"dk05";5;0,00771772504941788;1,96140095872855e+96
"sa05";"dd03";"dk05";6;0,00905098526183796;4,76812958332808e+92
"sa05";"dd03";"dk05";7;0,0084033265905781;2,90200757071622e+113
"sa05";"dd03";"dk05";8;0,00759457474629094;3,49242114574219e+112
"sa05";"dd03";"dk05";9;0,00497103629404709;1,14748289552019e+88
"sa01";"dd04";"dk01";1;0,00460325143618036;2,85097093801247e+116
"sa01";"dd04";"dk01";10;0,0086688249760077;2,03183675885775e+133
"sa01";"dd04";"dk01";2;0,00473405897480848;1,4406654919572e+157
"sa01";"dd04";"dk01";3;0,0053044259018092;7,9827763006663e+117
"sa01";"dd04";"dk01";4;0,00431376093500202;5,96930906677855e+144
"sa01";"dd04";"dk01";5;0,00434257533045892;2,85940147101991e+131
